Class	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm	Esr1 (Opal 480): Num Spots	Prg (Opal 520): Num Spots	Prlr (Opal 570): Num Spots	Oxt (Opal 620): Num Spots
Positive	6.2399	1.8859	8.3754	77	0	0	0
Positive	6.2482	3.5035	5.2859	35	2	2	0
Positive	6.2541	4.8406	2.8574	100	13	0	0
Positive	6.2226	5.7596	5.6841	64	5	4	0
Positive	6.2849	2.3627	2.0925	41	4	0	0
Positive	6.2005	4.6328	9.8911	120	20	0	0
Positive	6.2221	5.9712	5.4836	67	3	0	0
Positive	6.2514	3.7434	4.5809	102	9	0	0
Positive	6.2058	3.4936	10.6487	34	0	0	0
Positive	6.212	3.6111	9.7273	72	7	0	0
Positive	6.2124	5.4863	7.3182	63	8	12	4
Positive	6.278	0.8891	4.817	48	14	0	0
Positive	6.2742	3.067	2.56	77	12	0	0
Positive	6.2176	4.6137	7.7534	91	13	0	0
Positive	6.244	6.0634	2.597	39	7	0	0
Positive	6.2372	5.492	4.1708	29	3	0	0
Positive	6.2807	0.7221	4.6801	62	2	0	0
Positive	6.2793	2.1112	3.115	50	15	0	0
Positive	6.1904	6.4969	8.8178	85	8	4	10
Positive	6.2903	1.6159	2.3514	53	3	0	0
Positive	6.2145	6.649	5.5834	77	7	3	11
Positive	6.186	6.8734	8.8975	36	9	0	10
Positive	6.2504	5.7248	2.2089	51	8	0	13
Positive	6.1957	5.9234	8.8709	69	3	0	8
Positive	6.1989	6.3035	7.9884	54	4	0	0
Positive	6.2619	1.3173	6.31	209	0	0	0
Positive	6.2752	3.6656	1.678	107	8	0	0
Positive	6.2469	5.4535	3.0006	77	4	0	0
Positive	6.2838	3.3592	0.9736	47	6	0	3
Positive	6.2904	1.8958	1.9762	47	5	0	0
Positive	6.2636	4.8731	1.6204	37	7	0	4
Positive	6.2254	5.1037	6.1517	124	13	0	0
Positive	6.246	6.3981	1.9179	39	2	0	2
Positive	6.183	7.0292	9.0806	44	5	0	10
Positive	6.2398	3.4846	6.372	79	7	3	0
Positive	6.2157	6.6563	5.4204	46	3	0	0
Positive	6.2193	4.6455	7.494	132	14	3	0
Positive	6.2571	1.7135	6.423	47	0	0	0
Positive	6.2368	3.3736	6.8908	84	7	0	0
Positive	6.1954	5.1022	9.9418	37	0	0	0
Positive	6.1911	5.4474	10.0535	69	6	0	1
Positive	6.2783	1.46	4.0595	67	10	0	0
Positive	6.2806	1.5071	3.7153	67	10	0	0
Positive	6.2478	2.7791	6.2517	40	2	2	0
Positive	6.2857	1.0045	3.6944	34	4	0	0
Positive	6.2285	6.2167	4.3594	46	12	15	1
Positive	6.1954	5.1368	9.898	93	19	0	0
Positive	6.1972	6.6737	7.7383	52	2	2	0
Positive	6.2235	5.9136	5.3772	67	13	0	3
Positive	6.2402	5.6867	3.5483	41	7	0	0
Positive	6.2519	5.1335	2.7731	43	1	0	2
Positive	6.189	6.6429	8.8163	55	2	0	0
Positive	6.246	2.5936	6.7157	63	0	0	0
Positive	6.2421	5.5334	3.5026	59	4	0	0
Positive	6.2812	1.4307	3.7336	40	8	0	0
Positive	6.2524	5.0378	2.8233	107	15	0	0
Positive	6.2547	1.1094	7.4806	193	0	0	0
Positive	6.2092	4.2085	9.3295	119	9	0	0
Positive	6.2509	0.9686	8.1344	113	0	0	0
Positive	6.2731	1.1387	5.122	48	3	0	0
Positive	6.2267	4.893	6.2502	98	7	0	3
Positive	6.2845	0.6002	4.3641	34	2	0	0
Positive	6.2198	3.493	8.8909	72	3	0	0
Positive	6.2908	1.8355	2.0116	41	9	0	0
Positive	6.2268	5.7526	5.163	112	25	9	8
Positive	6.2833	0.5785	4.5361	51	0	0	1
Positive	6.2038	4.064	10.1865	44	7	0	0
Positive	6.273	0.7077	5.6747	54	0	0	0
Positive	6.2869	0.8277	3.7702	59	3	0	0
Positive	6.2258	7.0542	3.6491	84	7	10	1
Positive	6.2672	4.6342	1.4623	183	25	0	1
Positive	6.1957	6.1081	8.64	92	4	0	22
Positive	6.2539	3.6751	4.3513	55	0	0	0
Positive	6.1849	6.3885	9.6527	50	5	0	5
Positive	6.2046	4.7048	9.2784	59	7	6	0
Positive	6.2891	2.0147	1.9985	23	4	0	0
Positive	6.2362	3.7127	6.5384	48	5	1	0
Positive	6.2166	2.8167	10.1372	65	11	0	0
Positive	6.217	3.7434	8.9273	61	7	0	0
Positive	6.2458	3.1804	6.0015	61	0	0	0
Positive	6.2251	5.3062	5.9368	36	1	0	0
Positive	6.2583	1.0667	7.0837	54	0	0	0
Positive	6.2794	0.9303	4.5867	58	10	0	1
Positive	6.264	2.0054	5.1816	36	8	1	0
Positive	6.2013	4.1579	10.3866	133	15	0	0
Positive	6.1956	6.8052	7.7681	60	3	2	0
Positive	6.2412	6.2149	2.7625	28	2	0	0
Positive	6.2631	5.0022	1.5185	159	24	0	1
Positive	6.1967	5.3388	9.4832	80	7	1	26
Positive	6.2046	4.9967	8.9088	78	5	0	1
Positive	6.2166	5.4762	6.7972	76	5	15	5
Positive	6.2076	4.1382	9.6165	63	8	0	0
Positive	6.203	5.7122	8.2154	96	15	19	5
Positive	6.1859	6.9637	8.8019	88	4	1	15
Positive	6.2086	6.6811	6.2932	75	5	3	1
Positive	6.2446	3.1354	6.2024	50	2	0	0
Positive	6.2574	4.8643	2.407	139	7	0	0
Positive	6.2318	4.8091	5.7135	45	2	2	0
Positive	6.2855	1.1154	3.5828	30	2	0	0
Positive	6.276	1.4474	4.3697	60	8	0	0
Positive	6.283	0.9818	4.0654	40	4	0	0
Positive	6.2852	1.0333	3.7241	37	9	0	0
Positive	6.2302	1.822	9.6742	304	0	0	0
Positive	6.2483	2.9692	5.9432	58	0	21	0
Positive	6.2379	6.167	3.2331	82	5	4	9
Positive	6.2151	4.106	8.7109	29	3	0	0
Positive	6.2016	4.1342	10.3732	36	5	0	0
Positive	6.2501	1.3357	7.7783	46	0	0	0
Positive	6.2855	1.1093	3.5976	36	4	0	0
Positive	6.2791	0.4763	5.1954	75	0	0	0
Positive	6.1942	5.9259	9.0584	94	8	0	18
Positive	6.2804	2.7036	2.2235	38	8	0	0
Positive	6.1907	6.5078	8.7687	88	10	0	0
Positive	6.2096	4.3374	9.1104	70	4	0	2
Positive	6.2073	3.6849	10.2286	85	16	0	0
Positive	6.226	5.2727	5.8629	66	7	1	0
Positive	6.2298	7.3355	2.7855	31	0	0	0
Positive	6.2649	2.6365	4.2706	94	11	0	11
Positive	6.2467	6.5484	1.642	28	0	0	0
Positive	6.2769	1.851	3.7417	56	12	0	0
Positive	6.204	4.673	9.3942	67	4	0	0
Positive	6.2824	1.1481	3.9327	60	11	0	0
Positive	6.2447	5.7508	2.8987	63	2	0	4
Positive	6.2305	6.122	4.2214	92	9	0	0
Positive	6.2101	6.1844	6.7259	91	5	16	0
Positive	6.2524	3.948	4.1971	76	6	0	0
Positive	6.2276	7.3548	3.0358	27	2	0	0
Positive	6.198	6.811	7.4685	50	3	0	0
Positive	6.2618	5.3413	1.251	205	26	0	3
Positive	6.2083	6.2083	6.9184	80	7	1	2
Positive	6.1937	5.6543	9.4623	150	9	0	28
Positive	6.2589	1.5637	6.38	179	0	0	0
Positive	6.2204	4.4607	7.5996	142	17	3	0
Positive	6.2812	1.3442	3.8347	44	13	0	0
Positive	6.2873	0.7134	3.8594	58	3	0	0
Positive	6.227	3.3085	8.2067	54	1	0	0
Positive	6.2429	3.0579	6.513	80	1	0	0
Positive	6.2181	5.3736	6.7344	115	8	0	0
Positive	6.2435	2.7139	6.8763	122	4	0	0
Positive	6.1892	6.4042	9.0844	37	2	1	0
Positive	6.2724	4.4718	1.0133	144	18	1	5
Positive	6.2234	5.613	5.7616	61	5	3	0
Positive	6.2898	2.5258	1.2709	130	19	0	3
Positive	6.2847	2.7048	1.6848	47	4	1	0
Positive	6.1839	6.618	9.4835	44	3	0	2
Positive	6.2769	3.0754	2.1981	66	15	0	0
Positive	6.2419	4.3184	5.0597	31	3	0	1
Positive	6.2091	3.6677	10.0156	40	4	0	14
Positive	6.2211	4.6687	7.2492	139	12	19	0
Positive	6.2252	3.9441	7.6433	48	8	0	1
Positive	6.2041	4.8507	9.165	69	4	0	1
Positive	6.2282	5.5769	5.2098	49	5	1	0
Positive	6.2549	5.4958	1.9395	155	21	0	1
Positive	6.2268	6.287	4.4829	82	7	0	1
Positive	6.2291	7.0877	3.1894	91	11	0	25
Positive	6.2473	5.5187	2.8672	74	2	0	6
Positive	6.2786	3.1558	1.8876	56	5	0	0
Positive	6.2407	3.8098	5.8548	51	10	2	7
Positive	6.2319	4.7357	5.7945	76	2	0	1
Positive	6.2695	4.822	0.9347	60	5	0	17
Positive	6.1794	6.9124	9.6814	49	0	0	3
Positive	6.2364	6.2896	3.2733	37	8	3	0
Positive	6.2318	7.0854	2.8451	77	10	0	6
Positive	6.2711	0.6357	6.0018	56	0	0	0
Positive	6.2779	0.9714	4.7225	53	4	0	0
Positive	6.2595	4.438	2.6905	72	1	0	0
Positive	6.1923	6.6869	8.3377	56	5	0	3
Positive	6.2471	5.3508	3.0976	76	3	0	2
Positive	6.2629	3.8914	2.9454	45	3	0	0
Positive	6.2909	2.2798	1.4314	72	19	1	5
Positive	6.2369	4.1108	5.9507	62	8	4	0
Positive	6.2669	4.5654	1.5902	47	0	0	0
Positive	6.2408	4.6712	4.7566	73	6	4	0
Positive	6.263	0.942	6.6456	127	0	0	0
Positive	6.1963	4.9251	10.0582	48	8	0	2
Positive	6.2942	2.0135	1.353	37	0	0	0
Positive	6.2825	0.8698	4.2665	35	1	0	0
Positive	6.2324	4.1318	6.4899	61	2	2	0
Positive	6.2138	3.5777	9.5441	50	1	0	2
Positive	6.272	4.3843	1.1704	113	5	0	0
Positive	6.2336	2.1153	8.8819	124	0	0	0
Positive	6.2628	2.711	4.4421	55	1	0	0
Positive	6.2659	4.0027	2.4201	140	6	0	0
Positive	6.2779	1.3707	4.2211	27	5	0	0
Positive	6.2533	5.716	1.8561	41	2	0	0
Positive	6.2785	1.9631	3.3949	78	18	0	9
Positive	6.2537	5.942	1.5262	34	1	0	0
Positive	6.2813	1.7715	3.2904	60	12	0	0
Positive	6.2466	3.7272	5.2122	49	10	8	0
Positive	6.22	5.4868	6.3531	74	3	0	0
Positive	6.1973	5.9706	8.6131	104	9	3	27
Positive	6.2298	6.3378	4.0496	30	4	0	1
Positive	6.2605	1.836	5.8375	38	0	0	0
Positive	6.229	4.9479	5.8975	42	5	0	4
Positive	6.2872	2.3525	1.8161	58	7	0	0
Positive	6.2796	0.8826	4.6157	63	7	0	0
Positive	6.1934	5.9597	9.1192	54	3	1	0
Positive	6.2308	4.5183	6.2051	137	7	7	3
Positive	6.2028	3.8094	10.6407	99	6	0	0
Positive	6.2847	2.1624	2.3663	137	31	0	0
Positive	6.2812	0.7886	4.5348	34	1	0	0
Positive	6.2368	4.8809	4.9953	49	2	0	0
Positive	6.2284	5.0147	5.8799	66	2	6	6
Positive	6.1962	5.803	8.9602	66	0	3	9
Positive	6.2328	4.2243	6.3268	85	13	2	0
Positive	6.265	4.3194	2.1406	53	2	0	0
Positive	6.2509	5.5888	2.3201	70	5	0	0
Positive	6.2171	6.6496	5.2496	48	6	0	0
Positive	6.2769	2.2427	3.2558	62	9	0	0
Positive	6.2368	6.8189	2.5594	35	7	0	1
Positive	6.2094	4.1875	9.3218	70	4	1	0
Positive	6.2244	6.6817	4.2955	67	9	8	0
Positive	6.2374	4.131	5.8569	47	7	2	2
Positive	6.2931	1.6292	1.9721	63	0	0	0
Positive	6.23	3.7918	7.2181	102	12	0	0
Positive	6.2665	1.554	5.4345	66	2	0	0
Positive	6.2679	4.7863	1.18	78	11	0	0
Positive	6.2112	3.6421	9.7828	66	0	0	0
Positive	6.2302	2.3197	9.0476	137	0	0	0
Positive	6.27	2.9977	3.1689	79	5	0	0
Positive	6.2188	5.6972	6.2394	62	3	2	0
Positive	6.2451	3.3251	5.9	55	0	0	0
Positive	6.2072	6.9404	6.138	36	1	0	0
Positive	6.2345	3.9835	6.4148	61	4	0	0
Positive	6.2593	1.8854	5.9188	33	2	0	0
Positive	6.2122	5.8573	6.8761	69	11	10	3
Positive	6.2934	1.6531	1.9129	51	4	0	7
Positive	6.2197	2.9145	9.6338	101	12	0	1
Positive	6.2708	0.92	5.6908	89	5	0	0
Positive	6.2457	2.1416	7.3154	75	6	0	0
Positive	6.2552	5.1413	2.3452	52	4	0	1
Positive	6.1968	6.4996	8.0051	103	12	0	0
Positive	6.2015	4.3669	10.0986	48	0	1	0
Positive	6.2288	5.8493	4.7807	46	7	1	0
Positive	6.278	2.0164	3.4011	45	3	0	0
Positive	6.1839	6.6743	9.4193	50	4	0	7
Positive	6.2632	1.9366	5.3671	49	3	0	7
Positive	6.2742	2.9426	2.7058	37	6	0	0
Positive	6.2873	0.6174	3.9774	68	5	0	0
Positive	6.287	1.1896	3.3011	64	4	0	0
Positive	6.2434	2.9857	6.5519	26	1	0	0
Positive	6.1973	4.7425	10.1561	85	9	0	1
Positive	6.2855	1.4873	3.1187	97	11	0	0
Positive	6.2381	2.9953	7.2075	49	1	0	0
Positive	6.2645	1.2426	6.0701	35	1	0	0
Positive	6.2379	4.4386	5.4071	58	8	0	0
Positive	6.2486	5.6885	2.4825	45	7	0	0
Positive	6.2287	6.8242	3.5667	42	1	0	0
Positive	6.1948	6.3198	8.4864	95	8	3	0
Positive	6.2837	2.2242	2.4197	29	3	0	0
Positive	6.2608	4.2736	2.7333	42	1	0	3
Positive	6.2196	6.0248	5.7254	133	13	20	0
Positive	6.227	2.701	8.9731	44	7	0	0
Positive	6.2905	1.6576	2.2641	46	7	0	0
Positive	6.2188	5.443	6.5563	51	4	0	0
Positive	6.2298	6.0228	4.4412	38	2	0	1
Positive	6.2279	5.2377	5.6726	68	0	0	1
Positive	6.2559	2.3527	5.7594	68	7	0	3
Positive	6.2747	1.4751	4.4912	51	4	0	0
Positive	6.2493	2.6626	6.2062	31	2	1	1
Positive	6.2332	4.4389	6.0094	28	4	4	2
Positive	6.224	6.7008	4.3164	37	8	3	7
Positive	6.2462	3.1393	5.9967	66	0	0	0
Positive	6.264	1.3002	6.0601	63	8	0	0
Positive	6.2383	3.3311	6.7508	32	5	0	0
Positive	6.2362	1.8464	8.8903	201	0	0	0
Positive	6.2229	4.3587	7.41	84	18	1	0
Positive	6.2612	1.7377	5.8672	45	1	0	0
Positive	6.286	1.956	2.4653	40	13	0	0
Positive	6.2055	4.3028	9.6689	54	3	0	0
Positive	6.1858	6.9844	8.7904	109	8	0	11
Positive	6.2368	6.0737	3.488	59	7	7	1
Positive	6.2335	5.1654	5.0552	59	4	0	0
Positive	6.2592	5.6248	1.2236	67	5	0	9
Positive	6.2643	1.2939	6.0378	46	5	0	0
Positive	6.1958	6.7094	7.874	34	6	0	2
Positive	6.1919	6.8239	8.2178	48	14	0	7
Positive	6.2877	2.358	1.7391	43	2	0	0
Positive	6.283	0.6345	4.5041	45	4	0	0
Positive	6.2063	6.96	6.2314	49	4	2	0
Positive	6.233	2.216	8.8228	49	0	0	0
Positive	6.2564	5.1854	2.1387	93	2	0	1
Positive	6.2897	1.986	1.9567	81	8	0	13
Positive	6.2764	2.8529	2.546	127	15	0	0
Positive	6.2069	6.5466	6.6768	57	7	2	0
Positive	6.2086	5.9241	7.248	41	2	0	1
Positive	6.2296	3.8475	7.1999	107	13	0	0
Positive	6.2893	2.5228	1.3361	55	6	0	0
Positive	6.2609	0.7337	7.1698	89	0	0	0
Positive	6.243	5.6484	3.2505	52	6	0	0
Positive	6.2278	2.5042	9.1179	114	0	0	0
Positive	6.2646	4.6208	1.8104	80	18	1	7
Positive	6.2121	6.1729	6.4816	63	5	4	0
Positive	6.2346	1.8331	9.1139	48	0	0	0
Positive	6.2221	3.1809	8.9839	39	0	0	0
Positive	6.2405	4.8809	4.5294	77	6	10	0
Positive	6.217	6.8183	5.0579	75	8	2	1
Positive	6.2816	0.9721	4.2604	52	6	0	0
Positive	6.2015	6.8735	6.9471	57	3	5	0
Positive	6.2093	3.7828	9.8484	76	7	0	0
Positive	6.2254	5.7656	5.3245	68	8	0	11
Positive	6.2544	5.0761	2.5273	33	2	0	0
Positive	6.2147	3.8228	9.1108	32	1	0	0
Positive	6.1957	4.7121	10.3916	35	3	0	4
Positive	6.2066	3.8788	10.0683	89	10	0	0
Positive	6.1991	5.1621	9.4062	118	7	0	0
Positive	6.2439	2.3836	7.2388	72	0	0	0
Positive	6.2337	4.2158	6.2266	92	10	0	0
Positive	6.2492	3.1378	5.6229	31	2	0	0
Positive	6.2419	5.5429	3.5109	32	1	0	0
Positive	6.2199	5.1512	6.786	73	4	4	0
Positive	6.2076	6.7922	6.2702	30	3	1	4
Positive	6.2108	6.2766	6.5207	32	2	2	0
Positive	6.2701	0.966	5.7132	91	3	0	0
Positive	6.2445	5.5588	3.1731	52	4	0	5
Positive	6.1964	4.6241	10.4248	59	7	0	6
Positive	6.2892	0.6403	3.7108	54	4	0	5
Positive	6.2825	2.551	2.1558	33	4	0	0
Positive	6.2538	5.1877	2.4607	38	6	0	1
Positive	6.2124	5.8129	6.8993	48	4	12	0
Positive	6.2715	3.8893	1.8607	92	9	0	1
Positive	6.2674	3.8909	2.3752	55	5	0	0
Positive	6.2577	4.4827	2.8495	52	8	0	0
Positive	6.2605	1.1882	6.6497	168	0	0	0
Positive	6.228	4.1262	7.0556	111	22	0	0
Positive	6.2781	1.4431	4.1061	43	5	0	3
Positive	6.278	2.8277	2.3786	97	11	0	0
Positive	6.2791	2.1053	3.1516	68	13	0	0
Positive	6.2432	5.5752	3.3126	59	3	0	5
Positive	6.2824	2.9962	1.6021	37	2	0	0
Positive	6.2778	2.3747	2.9728	84	12	0	0
Positive	6.2828	1.2194	3.788	57	5	0	0
Positive	6.1997	6.5003	7.6449	64	10	7	6
Positive	6.2071	6.557	6.6304	36	5	3	0
Positive	6.2029	4.4611	9.7982	40	3	0	0
Positive	6.2317	6.7031	3.3415	52	6	9	0
Positive	6.2278	2.804	8.7509	47	1	0	0
Positive	6.2742	0.8731	5.3096	85	17	0	0
Positive	6.2765	1.8028	3.85	36	15	0	0
Positive	6.2669	3.9274	2.387	56	4	0	0
Positive	6.2369	6.1434	3.392	58	2	8	7
Positive	6.2038	5.1751	8.7918	56	1	0	1
Positive	6.2375	3.744	6.3309	89	6	1	0
Positive	6.2359	6.5257	3.0372	20	4	3	5
Positive	6.2374	4.208	5.762	67	2	8	0
Positive	6.233	4.547	5.8952	63	0	0	2
Positive	6.2107	3.5385	9.9797	60	6	0	0
Positive	6.2632	5.3491	1.0752	77	9	1	4
Positive	6.2048	4.0859	10.0382	63	14	0	0
Positive	6.2274	6.5689	4.0502	31	3	2	0
Positive	6.2297	1.9416	9.5945	74	0	0	0
Positive	6.216	5.7438	6.537	46	2	2	0
Positive	6.2807	2.3634	2.6131	104	23	0	0
Positive	6.2013	4.852	9.508	38	1	0	0
Positive	6.2739	3.1932	2.4272	55	7	0	0
Positive	6.2868	2.4682	1.7116	131	21	3	2
Positive	6.2146	5.6093	6.8782	44	5	3	1
Positive	6.2256	5.5089	5.6238	53	5	1	0
Positive	6.1945	6.0774	8.8291	138	6	3	31
Positive	6.283	0.7623	4.343	60	2	0	0
Positive	6.2026	4.0002	10.4164	59	1	0	0
Positive	6.1953	6.2457	8.5189	93	12	16	17
Positive	6.2548	3.2375	4.7888	57	6	0	0
Positive	6.2173	3.5015	9.1896	41	3	0	0
Positive	6.253	4.9906	2.8153	47	2	0	0
Positive	6.2567	4.4635	3.0032	57	5	0	8
Positive	6.2788	0.8305	4.7878	51	8	0	0
Positive	6.1945	5.1828	9.9498	95	15	0	5
Positive	6.2351	6.7542	2.8549	164	31	0	0
Positive	6.2488	2.6699	6.265	43	4	0	0
Positive	6.2263	4.7048	6.5392	81	3	0	1
Positive	6.2395	2.0733	8.1922	205	0	0	0
Positive	6.2361	6.6006	2.9139	84	15	3	17
Positive	6.2642	2.7232	4.2516	111	18	0	7
Positive	6.2203	2.8118	9.688	36	4	0	0
Positive	6.279	1.1161	4.4012	48	7	0	11
Positive	6.2743	1.1494	4.961	62	15	0	0
Positive	6.2778	1.4857	4.089	60	7	0	1
Positive	6.2799	3.4502	1.3506	79	6	0	0
Positive	6.2772	4.2079	0.7335	50	10	2	8
Positive	6.2695	0.9895	5.7633	31	2	0	0
Positive	6.278	0.4941	5.3143	123	0	0	0
Positive	6.2094	3.8445	9.7582	96	11	0	1
Positive	6.2295	6.2255	4.2209	59	11	0	0
Positive	6.2702	2.2191	4.1234	39	3	0	6
Positive	6.2292	5.5244	5.1497	63	3	2	2
Positive	6.2346	4.812	5.3595	49	2	0	2
Positive	6.2745	1.215	4.8504	50	7	1	0
Positive	6.262	4.9972	1.6703	43	14	0	0
Positive	6.2171	6.2509	5.7596	55	5	0	3
Positive	6.2215	3.274	8.9426	45	0	0	0
Positive	6.1823	7.0882	9.0923	125	10	0	2
Positive	6.2535	5.4068	2.2237	40	4	0	0
Positive	6.1938	4.8331	10.478	122	0	0	0
Positive	6.2283	2.2709	9.3523	231	0	0	0
Positive	6.2396	3.1617	6.8079	59	2	0	0
Positive	6.2069	4.0689	9.793	41	4	0	0
Positive	6.1946	6.7217	8.0109	42	5	0	4
Positive	6.2721	2.6614	3.3288	66	4	0	0
Positive	6.2808	3.4755	1.2098	56	11	0	0
Positive	6.2105	6.5147	6.2582	31	6	0	0
Positive	6.2091	3.5525	10.1581	47	6	0	0
Positive	6.2479	5.605	2.6829	68	11	0	0
Positive	6.2971	0.8807	2.412	31	0	0	0
Positive	6.2801	3.5794	1.1617	48	6	0	0
Positive	6.2207	5.5326	6.2088	97	12	0	0
Positive	6.1999	6.3377	7.819	42	2	0	0
Positive	6.2554	5.2434	2.193	38	2	0	0
Positive	6.2452	4.0063	5.0336	34	2	0	0
Positive	6.2047	6.3504	7.1915	70	7	21	0
Positive	6.2831	1.4686	3.4402	52	10	1	0
Positive	6.2044	5.9589	7.7308	33	6	0	0
Positive	6.1833	6.4913	9.724	62	11	0	2
Positive	6.2689	2.0779	4.4658	31	8	0	2
Positive	6.2837	2.3758	2.2184	39	3	0	2
Positive	6.1961	6.678	7.8713	30	7	0	0
Positive	6.2178	5.4776	6.6408	94	8	1	0
Positive	6.2445	6.4305	2.0693	47	7	0	6
Positive	6.2097	3.2941	10.4176	46	6	0	0
Positive	6.2323	5.1759	5.1948	64	1	0	0
Positive	6.2519	6.1382	1.5097	83	11	0	10
Positive	6.2628	4.4321	2.2782	54	1	0	0
Positive	6.2594	1.1979	6.775	141	0	0	0
Positive	6.2005	4.8028	9.674	65	7	0	1
Positive	6.2766	2.9271	2.4325	85	6	0	0
Positive	6.2856	3.2372	0.8944	20	0	0	0
Positive	6.2789	1.6023	3.8047	28	5	0	0
Positive	6.28	0.4392	5.1262	121	0	0	0
Positive	6.2659	3.915	2.5387	79	9	0	0
Positive	6.1964	6.2477	8.3774	54	5	9	4
Positive	6.2663	4.1675	2.162	37	7	0	0
Positive	6.1932	5.2917	9.9849	125	17	0	2
Positive	6.2136	5.2289	7.4811	53	5	0	0
Positive	6.198	5.0813	9.6461	41	8	0	0
Positive	6.2873	1.3678	3.0362	92	18	1	0
Positive	6.1941	5.5479	9.5501	56	12	0	0
Positive	6.2688	0.4408	6.5385	199	0	0	0
Positive	6.2258	6.2936	4.6075	87	6	5	0
Positive	6.2037	4.9897	9.0399	96	5	1	1
Positive	6.2769	4.1138	0.8953	95	12	0	0
Positive	6.2376	3.8303	6.2175	82	6	0	0
Positive	6.223	2.6905	9.4884	59	13	0	0
Positive	6.231	4.8811	5.7295	135	13	0	0
Positive	6.2499	6.2002	1.6789	62	3	0	6
Positive	6.2455	5.8926	2.6207	50	4	0	3
Positive	6.2496	6.1252	1.8079	56	1	0	1
Positive	6.2579	5.7601	1.2162	54	2	0	0
Positive	6.2532	4.9079	2.8831	55	4	0	0
Positive	6.2212	5.6029	6.057	83	5	0	0
Positive	6.2237	4.8054	6.7419	91	15	0	2
Positive	6.2372	4.3887	5.5584	84	14	7	5
Positive	6.2006	5.639	8.6133	46	5	0	0
Positive	6.2757	3.3091	2.0625	54	7	0	0
Positive	6.2295	3.8621	7.204	37	5	0	0
Positive	6.234	5.9845	3.9574	74	5	2	0
Positive	6.2802	1.0989	4.2749	50	5	0	0
Positive	6.2347	5.3835	4.6242	103	12	0	0
Positive	6.2046	4.7949	9.1742	54	5	0	0
Positive	6.202	6.131	7.8099	58	4	0	0
Positive	6.2441	6.4029	2.1616	27	3	0	0
Positive	6.2047	5.9933	7.6426	112	4	4	5
Positive	6.2212	5.7811	5.8339	37	5	7	0
Positive	6.2774	2.5892	2.7558	89	8	0	0
Positive	6.2546	4.9947	2.5967	64	2	0	3
Positive	6.23	6.698	3.5677	46	4	0	0
Positive	6.241	5.6589	3.4816	50	7	4	5
Positive	6.2858	1.0713	3.6023	51	3	0	1
Positive	6.2774	0.633	5.2102	106	0	0	0
Positive	6.182	6.5898	9.7688	174	18	0	14
Positive	6.1956	4.8001	10.2923	70	1	0	0
Positive	6.2841	2.4233	2.1133	43	3	0	2
Positive	6.2541	5.9948	1.4073	58	8	0	2
Positive	6.2304	6.5382	3.7156	38	5	1	0
Positive	6.2508	6.1205	1.6621	46	8	0	7
Positive	6.2316	4.4829	6.1526	66	4	3	1
Positive	6.2202	6.5174	5.0242	45	4	0	5
Positive	6.2448	2.6787	6.7519	50	6	1	0
Positive	6.2032	4.2844	9.9878	127	15	0	0
Positive	6.2793	3.0552	1.9238	97	4	0	1
Positive	6.1888	6.6709	8.8025	98	10	0	18
Positive	6.231	1.9332	9.4306	171	0	0	0
Positive	6.2873	0.9168	3.6004	44	5	0	0
Positive	6.2781	3.2448	1.8328	99	5	0	0
Positive	6.1857	6.9143	8.8911	136	13	0	1
Positive	6.2818	2.9414	1.7476	189	30	0	1
Positive	6.197	5.7819	8.8832	74	8	3	8
Positive	6.2524	3.6583	4.5618	74	3	1	0
Positive	6.2047	4.5752	9.4367	84	0	0	0
Positive	6.243	2.8507	6.7619	130	1	0	0
Positive	6.243	5.91	2.9107	63	5	5	1
Positive	6.2587	4.9038	2.1965	111	6	0	0
Positive	6.2203	5.4014	6.4227	30	2	0	0
Positive	6.286	2.2939	2.04	42	7	0	0
Positive	6.2298	4.8733	5.8819	140	10	14	2
Positive	6.2424	4.2321	5.1021	65	4	0	0
Positive	6.2318	4.1845	6.4961	42	2	0	0
Positive	6.2311	3.9197	6.9292	62	10	0	0
Positive	6.1855	6.9443	8.8686	54	5	4	1
Positive	6.2077	6.3762	6.7865	86	7	0	3
Positive	6.2806	1.1479	4.1675	34	5	0	0
Positive	6.2748	2.7948	2.8203	60	14	0	0
Positive	6.2095	5.8667	7.2038	94	7	21	1
Positive	6.266	3.1127	3.529	61	8	0	1
Positive	6.2182	4.7714	7.4838	83	8	0	0
Positive	6.2306	3.7504	7.2043	56	5	0	0
Positive	6.2235	2.5687	9.5782	239	0	0	0
Positive	6.2319	6.795	3.2021	67	3	0	1
Positive	6.2342	4.5239	5.777	78	2	3	3
Positive	6.1976	6.6125	7.7607	73	5	0	3
Positive	6.1997	4.8554	9.7168	26	3	0	0
Positive	6.2618	1.4875	6.1071	268	0	0	0
Positive	6.2364	3.6805	6.5576	67	1	3	0
Positive	6.2138	6.3182	6.0939	31	2	5	0
Positive	6.2654	3.2229	3.4669	46	1	0	0
Positive	6.2035	5.9101	7.8998	89	10	0	0
Positive	6.2907	1.8497	1.9976	57	5	0	0
Positive	6.2469	2.7148	6.445	75	4	0	0
Positive	6.2171	4.708	7.7043	80	7	0	0
Positive	6.1991	4.1809	10.64	43	0	0	0
Positive	6.2701	1.4735	5.0803	47	1	0	0
